date,cluster_id,demand,temperature,supply
2021-02-28,0_3,18.0,12.9,17.0
2021-02-28,0_4,130.0,12.9,143.0
2021-02-28,0_5,189.0,12.9,179.0
2021-02-28,0_6,481.0,12.9,449.0
2021-02-28,0_7,247.0,12.9,247.0
2021-02-28,0_8,227.0,12.9,231.0
2021-02-28,0_9,35.0,12.9,32.0
2021-02-28,1_0,22.0,12.9,21.0
2021-02-28,1_1,105.0,12.9,110.0
2021-02-28,1_2,28.0,12.9,38.0
2021-02-28,1_3,5.0,12.9,3.0
2021-02-28,1_4,55.0,12.9,45.0
2021-02-28,1_5,44.0,12.9,40.0
2021-02-28,1_6,32.0,12.9,34.0
2021-02-28,2_0,41.0,12.9,41.0
2021-02-28,2_1,122.0,12.9,105.0
2021-02-28,2_2,63.0,12.9,75.0
2021-02-28,2_3,223.0,12.9,228.0
2021-03-01,0_0,410.0,12.9,413.0
2021-03-01,0_1,9.0,12.9,7.0
2021-03-01,0_10,312.0,12.9,311.0
2021-03-01,0_11,248.0,12.9,283.0
2021-03-01,0_12,13.0,12.9,12.0
2021-03-01,0_13,154.0,12.9,169.0
2021-03-01,0_14,22.0,12.9,24.0
2021-03-01,0_15,117.0,12.9,103.0
2021-03-01,0_16,230.0,12.9,228.0
2021-03-01,0_17,154.0,12.9,143.0
2021-03-01,0_18,37.0,12.9,42.0
2021-03-01,0_2,440.0,12.9,433.0
2021-03-01,0_3,17.0,12.9,18.0
2021-03-01,0_4,66.0,12.9,58.0
2021-03-01,0_5,57.0,12.9,58.0
2021-03-01,0_6,486.0,12.9,468.0
2021-03-01,0_7,181.0,12.9,191.0
2021-03-01,0_8,64.0,12.9,52.0
2021-03-01,0_9,23.0,12.9,27.0
2021-03-01,1_0,26.0,12.9,21.0
2021-03-01,1_1,71.0,12.9,81.0
2021-03-01,1_2,15.0,12.9,16.0
2021-03-01,1_3,3.0,12.9,4.0
2021-03-01,1_4,53.0,12.9,48.0
2021-03-01,1_5,22.0,12.9,21.0
2021-03-01,1_6,36.0,12.9,35.0
2021-03-01,2_0,32.0,12.9,35.0
2021-03-01,2_1,146.0,12.9,142.0
2021-03-01,2_2,59.0,12.9,59.0
2021-03-01,2_3,173.0,12.9,174.0
2021-03-02,0_0,448.0,13.0,487.0
2021-03-02,0_1,13.0,13.0,12.0
2021-03-02,0_10,350.0,13.0,362.0
2021-03-02,0_11,284.0,13.0,273.0
2021-03-02,0_12,17.0,13.0,12.0
2021-03-02,0_13,165.0,13.0,174.0
2021-03-02,0_14,27.0,13.0,27.0
2021-03-02,0_15,149.0,13.0,144.0
2021-03-02,0_16,299.0,13.0,267.0
2021-03-02,0_17,153.0,13.0,152.0
2021-03-02,0_18,33.0,13.0,33.0
2021-03-02,0_2,482.0,13.0,489.0
2021-03-02,0_3,12.0,13.0,14.0
2021-03-02,0_4,55.0,13.0,48.0
2021-03-02,0_5,61.0,13.0,63.0
2021-03-02,0_6,503.0,13.0,482.0
2021-03-02,0_7,206.0,13.0,218.0
2021-03-02,0_8,61.0,13.0,65.0
2021-03-02,0_9,44.0,13.0,40.0
2021-03-02,1_0,22.0,13.0,22.0
2021-03-02,1_1,62.0,13.0,70.0
2021-03-02,1_2,14.0,13.0,11.0
2021-03-02,1_3,2.0,13.0,2.0
2021-03-02,1_4,38.0,13.0,33.0
2021-03-02,1_5,33.0,13.0,36.0
2021-03-02,1_6,29.0,13.0,26.0
2021-03-02,2_0,42.0,13.0,41.0
2021-03-02,2_1,91.0,13.0,84.0
2021-03-02,2_2,59.0,13.0,62.0
2021-03-02,2_3,205.0,13.0,210.0
2021-03-03,0_0,470.0,12.7,486.0
2021-03-03,0_1,11.0,12.7,14.0
2021-03-03,0_10,324.0,12.7,329.0
2021-03-03,0_11,238.0,12.7,258.0
2021-03-03,0_12,14.0,12.7,22.0
2021-03-03,0_13,138.0,12.7,136.0
2021-03-03,0_14,26.0,12.7,25.0
2021-03-03,0_15,108.0,12.7,97.0
2021-03-03,0_16,262.0,12.7,243.0
2021-03-03,0_17,150.0,12.7,157.0
2021-03-03,0_18,35.0,12.7,38.0
2021-03-03,0_2,505.0,12.7,512.0
2021-03-03,0_3,13.0,12.7,8.0
2021-03-03,0_4,48.0,12.7,50.0
2021-03-03,0_5,66.0,12.7,52.0
2021-03-03,0_6,496.0,12.7,491.0
2021-03-03,0_7,192.0,12.7,185.0
2021-03-03,0_8,52.0,12.7,45.0
2021-03-03,0_9,28.0,12.7,28.0
2021-03-03,1_0,27.0,12.7,31.0
2021-03-03,1_1,63.0,12.7,65.0
2021-03-03,1_2,14.0,12.7,18.0
2021-03-03,1_4,61.0,12.7,51.0
2021-03-03,1_5,22.0,12.7,22.0
2021-03-03,1_6,28.0,12.7,28.0
2021-03-03,2_0,37.0,12.7,30.0
2021-03-03,2_1,106.0,12.7,109.0
2021-03-03,2_2,91.0,12.7,83.0
2021-03-03,2_3,194.0,12.7,206.0
2021-03-04,0_0,443.0,11.6,453.0
2021-03-04,0_1,11.0,11.6,13.0
2021-03-04,0_10,345.0,11.6,357.0
2021-03-04,0_11,275.0,11.6,303.0
2021-03-04,0_12,20.0,11.6,20.0
2021-03-04,0_13,191.0,11.6,184.0
2021-03-04,0_14,26.0,11.6,26.0
2021-03-04,0_15,146.0,11.6,131.0
2021-03-04,0_16,272.0,11.6,261.0
2021-03-04,0_17,163.0,11.6,162.0
2021-03-04,0_18,39.0,11.6,38.0
2021-03-04,0_2,494.0,11.6,499.0
2021-03-04,0_3,14.0,11.6,13.0
2021-03-04,0_4,70.0,11.6,66.0
2021-03-04,0_5,68.0,11.6,61.0
2021-03-04,0_6,502.0,11.6,498.0
2021-03-04,0_7,193.0,11.6,181.0
2021-03-04,0_8,59.0,11.6,67.0
2021-03-04,0_9,30.0,11.6,28.0
2021-03-04,1_0,32.0,11.6,39.0
2021-03-04,1_1,69.0,11.6,78.0
2021-03-04,1_2,12.0,11.6,12.0
2021-03-04,1_3,3.0,11.6,3.0
2021-03-04,1_4,62.0,11.6,54.0
2021-03-04,1_5,27.0,11.6,23.0
2021-03-04,1_6,37.0,11.6,33.0
2021-03-04,2_0,24.0,11.6,24.0
2021-03-04,2_1,118.0,11.6,115.0
2021-03-04,2_2,66.0,11.6,76.0
2021-03-04,2_3,203.0,11.6,196.0
2021-03-05,0_0,531.0,12.8,566.0
2021-03-05,0_1,14.0,12.8,11.0
2021-03-05,0_10,412.0,12.8,412.0
2021-03-05,0_11,296.0,12.8,295.0
2021-03-05,0_12,21.0,12.8,25.0
2021-03-05,0_13,190.0,12.8,213.0
2021-03-05,0_14,23.0,12.8,25.0
2021-03-05,0_15,197.0,12.8,172.0
2021-03-05,0_16,359.0,12.8,317.0
2021-03-05,0_17,248.0,12.8,246.0
2021-03-05,0_18,50.0,12.8,36.0
2021-03-05,0_2,574.0,12.8,610.0
2021-03-05,0_3,17.0,12.8,10.0
2021-03-05,0_4,76.0,12.8,86.0
2021-03-05,0_5,89.0,12.8,80.0
2021-03-05,0_6,562.0,12.8,539.0
2021-03-05,0_7,243.0,12.8,227.0
2021-03-05,0_8,65.0,12.8,91.0
2021-03-05,0_9,44.0,12.8,50.0
2021-03-05,1_0,37.0,12.8,31.0
2021-03-05,1_1,67.0,12.8,77.0
2021-03-05,1_2,23.0,12.8,32.0
2021-03-05,1_3,1.0,12.8,1.0
2021-03-05,1_4,76.0,12.8,68.0
2021-03-05,1_5,30.0,12.8,23.0
2021-03-05,1_6,40.0,12.8,42.0
2021-03-05,2_0,24.0,12.8,25.0
2021-03-05,2_1,111.0,12.8,109.0
2021-03-05,2_2,67.0,12.8,62.0
2021-03-05,2_3,219.0,12.8,225.0
2021-03-06,0_0,605.0,12.6,590.0
2021-03-06,0_1,23.0,12.6,21.0
2021-03-06,0_10,419.0,12.6,389.0
2021-03-06,0_11,259.0,12.6,272.0
2021-03-06,0_12,33.0,12.6,36.0
2021-03-06,0_13,252.0,12.6,276.0
2021-03-06,0_14,37.0,12.6,41.0
2021-03-06,0_15,283.0,12.6,269.0
2021-03-06,0_16,431.0,12.6,428.0
2021-03-06,0_17,318.0,12.6,354.0
2021-03-06,0_18,59.0,12.6,54.0
2021-03-06,0_2,684.0,12.6,716.0
2021-03-06,0_3,15.0,12.6,13.0
2021-03-06,0_4,110.0,12.6,122.0
2021-03-06,0_5,143.0,12.6,142.0
2021-03-06,0_6,584.0,12.6,520.0
2021-03-06,0_7,256.0,12.6,251.0
2021-03-06,0_8,167.0,12.6,185.0
2021-03-06,0_9,49.0,12.6,48.0
2021-03-06,1_0,44.0,12.6,39.0
2021-03-06,1_1,107.0,12.6,110.0
2021-03-06,1_2,25.0,12.6,40.0
2021-03-06,1_3,2.0,12.6,2.0
2021-03-06,1_4,80.0,12.6,55.0
2021-03-06,1_5,35.0,12.6,41.0
2021-03-06,1_6,25.0,12.6,31.0
2021-03-06,2_0,36.0,12.6,41.0
2021-03-06,2_1,138.0,12.6,147.0
2021-03-06,2_2,83.0,12.6,83.0
2021-03-06,2_3,175.0,12.6,161.0
2021-03-07,0_0,414.0,11.1,410.0
2021-03-07,0_1,15.0,11.1,12.0
2021-03-07,0_10,319.0,11.1,299.0
2021-03-07,0_11,242.0,11.1,241.0
2021-03-07,0_12,30.0,11.1,24.0
2021-03-07,0_13,195.0,11.1,204.0
2021-03-07,0_14,32.0,11.1,32.0
2021-03-07,0_15,284.0,11.1,264.0
2021-03-07,0_16,361.0,11.1,334.0
2021-03-07,0_17,252.0,11.1,257.0
2021-03-07,0_18,25.0,11.1,31.0
2021-03-07,0_2,552.0,11.1,586.0
2021-03-07,0_3,20.0,11.1,20.0
2021-03-07,0_4,100.0,11.1,113.0
2021-03-07,0_5,161.0,11.1,164.0
2021-03-07,0_6,470.0,11.1,455.0
2021-03-07,0_7,211.0,11.1,218.0
2021-03-07,0_8,150.0,11.1,171.0
2021-03-07,0_9,31.0,11.1,29.0
2021-03-07,1_0,40.0,11.1,43.0
2021-03-07,1_1,105.0,11.1,109.0
2021-03-07,1_2,25.0,11.1,32.0
2021-03-07,1_3,2.0,11.1,2.0
2021-03-07,1_4,61.0,11.1,51.0
2021-03-07,1_5,31.0,11.1,32.0
2021-03-07,1_6,29.0,11.1,24.0
2021-03-07,2_0,32.0,11.1,33.0
2021-03-07,2_1,113.0,11.1,105.0
2021-03-07,2_2,81.0,11.1,73.0
2021-03-07,2_3,199.0,11.1,214.0
2021-03-08,0_0,388.0,11.7,390.0
2021-03-08,0_1,9.0,11.7,8.0
2021-03-08,0_10,256.0,11.7,270.0
2021-03-08,0_11,202.0,11.7,229.0
2021-03-08,0_12,29.0,11.7,21.0
2021-03-08,0_13,161.0,11.7,168.0
2021-03-08,0_14,21.0,11.7,21.0
2021-03-08,0_15,106.0,11.7,95.0
2021-03-08,0_16,240.0,11.7,218.0
2021-03-08,0_17,134.0,11.7,152.0
2021-03-08,0_18,26.0,11.7,30.0
2021-03-08,0_2,404.0,11.7,408.0
2021-03-08,0_3,20.0,11.7,16.0
2021-03-08,0_4,49.0,11.7,46.0
2021-03-08,0_5,56.0,11.7,67.0
2021-03-08,0_6,459.0,11.7,437.0
2021-03-08,0_7,151.0,11.7,146.0
2021-03-08,0_8,41.0,11.7,40.0
2021-03-08,0_9,24.0,11.7,14.0
2021-03-08,1_0,30.0,11.7,26.0
2021-03-08,1_1,65.0,11.7,68.0
2021-03-08,1_2,16.0,11.7,15.0
2021-03-08,1_3,1.0,11.7,0.0
2021-03-08,1_4,42.0,11.7,44.0
2021-03-08,1_5,21.0,11.7,24.0
2021-03-08,1_6,29.0,11.7,27.0
2021-03-08,2_0,36.0,11.7,38.0
2021-03-08,2_1,66.0,11.7,67.0
2021-03-08,2_2,73.0,11.7,66.0
2021-03-08,2_3,158.0,11.7,162.0
2021-03-09,0_0,313.0,11.7,355.0
2021-03-09,0_1,9.0,11.7,9.0
2021-03-09,0_10,228.0,11.7,245.0
2021-03-09,0_11,170.0,11.7,195.0
2021-03-09,0_12,13.0,11.7,14.0
2021-03-09,0_13,119.0,11.7,117.0
2021-03-09,0_14,22.0,11.7,23.0
2021-03-09,0_15,106.0,11.7,98.0
2021-03-09,0_16,187.0,11.7,157.0
2021-03-09,0_17,101.0,11.7,106.0
2021-03-09,0_18,18.0,11.7,16.0
2021-03-09,0_2,342.0,11.7,340.0
2021-03-09,0_3,19.0,11.7,17.0
2021-03-09,0_4,40.0,11.7,27.0
2021-03-09,0_5,44.0,11.7,40.0
2021-03-09,0_6,376.0,11.7,353.0
2021-03-09,0_7,131.0,11.7,120.0
2021-03-09,0_8,25.0,11.7,33.0
2021-03-09,0_9,23.0,11.7,21.0
2021-03-09,1_0,26.0,11.7,18.0
2021-03-09,1_1,48.0,11.7,54.0
2021-03-09,1_2,11.0,11.7,13.0
2021-03-09,1_4,48.0,11.7,46.0
2021-03-09,1_5,13.0,11.7,17.0
2021-03-09,1_6,24.0,11.7,22.0
2021-03-09,2_0,27.0,11.7,35.0
2021-03-09,2_1,84.0,11.7,84.0
2021-03-09,2_2,68.0,11.7,63.0
2021-03-09,2_3,149.0,11.7,146.0
2021-03-10,0_0,357.0,10.0,388.0
2021-03-10,0_1,11.0,10.0,7.0
2021-03-10,0_10,264.0,10.0,267.0
2021-03-10,0_11,201.0,10.0,214.0
2021-03-10,0_12,15.0,10.0,19.0
2021-03-10,0_13,125.0,10.0,134.0
2021-03-10,0_14,28.0,10.0,28.0
2021-03-10,0_15,101.0,10.0,89.0
2021-03-10,0_16,237.0,10.0,230.0
2021-03-10,0_17,114.0,10.0,112.0
2021-03-10,0_18,21.0,10.0,24.0
2021-03-10,0_2,383.0,10.0,381.0
2021-03-10,0_3,10.0,10.0,13.0
2021-03-10,0_4,50.0,10.0,47.0
2021-03-10,0_5,47.0,10.0,54.0
2021-03-10,0_6,443.0,10.0,422.0
2021-03-10,0_7,159.0,10.0,144.0
2021-03-10,0_8,29.0,10.0,22.0
2021-03-10,0_9,26.0,10.0,26.0
2021-03-10,1_0,25.0,10.0,26.0
2021-03-10,1_1,42.0,10.0,43.0
2021-03-10,1_2,9.0,10.0,11.0
2021-03-10,1_3,1.0,10.0,2.0
2021-03-10,1_4,35.0,10.0,31.0
2021-03-10,1_5,19.0,10.0,21.0
2021-03-10,1_6,22.0,10.0,19.0
2021-03-10,2_0,25.0,10.0,28.0
2021-03-10,2_1,83.0,10.0,87.0
2021-03-10,2_2,58.0,10.0,57.0
2021-03-10,2_3,143.0,10.0,137.0
2021-03-11,0_0,427.0,9.6,441.0
2021-03-11,0_1,5.0,9.6,6.0
2021-03-11,0_10,289.0,9.6,291.0
2021-03-11,0_11,233.0,9.6,244.0
2021-03-11,0_12,17.0,9.6,17.0
2021-03-11,0_13,158.0,9.6,181.0
2021-03-11,0_14,30.0,9.6,30.0
2021-03-11,0_15,136.0,9.6,128.0
2021-03-11,0_16,300.0,9.6,258.0
2021-03-11,0_17,184.0,9.6,151.0
2021-03-11,0_18,20.0,9.6,15.0
2021-03-11,0_2,469.0,9.6,482.0
2021-03-11,0_3,22.0,9.6,26.0
2021-03-11,0_4,54.0,9.6,53.0
2021-03-11,0_5,65.0,9.6,66.0
2021-03-11,0_6,443.0,9.6,471.0
2021-03-11,0_7,220.0,9.6,211.0
2021-03-11,0_8,35.0,9.6,40.0
2021-03-11,0_9,40.0,9.6,36.0
2021-03-11,1_0,34.0,9.6,31.0
2021-03-11,1_1,76.0,9.6,81.0
2021-03-11,1_2,28.0,9.6,35.0
2021-03-11,1_3,2.0,9.6,2.0
2021-03-11,1_4,64.0,9.6,52.0
2021-03-11,1_5,22.0,9.6,22.0
2021-03-11,1_6,29.0,9.6,32.0
2021-03-11,2_0,28.0,9.6,25.0
2021-03-11,2_1,100.0,9.6,94.0
2021-03-11,2_2,70.0,9.6,58.0
2021-03-11,2_3,149.0,9.6,170.0
2021-03-12,0_0,508.0,11.2,551.0
2021-03-12,0_1,13.0,11.2,12.0
2021-03-12,0_10,359.0,11.2,354.0
2021-03-12,0_11,273.0,11.2,265.0
2021-03-12,0_12,39.0,11.2,40.0
2021-03-12,0_13,180.0,11.2,200.0
2021-03-12,0_14,36.0,11.2,36.0
2021-03-12,0_15,181.0,11.2,162.0
2021-03-12,0_16,317.0,11.2,293.0
2021-03-12,0_17,186.0,11.2,202.0
2021-03-12,0_18,35.0,11.2,34.0
2021-03-12,0_2,581.0,11.2,612.0
2021-03-12,0_3,32.0,11.2,21.0
2021-03-12,0_4,91.0,11.2,79.0
2021-03-12,0_5,88.0,11.2,88.0
2021-03-12,0_6,541.0,11.2,549.0
2021-03-12,0_7,253.0,11.2,201.0
2021-03-12,0_8,74.0,11.2,87.0
2021-03-12,0_9,39.0,11.2,40.0
2021-03-12,1_0,49.0,11.2,46.0
2021-03-12,1_1,91.0,11.2,103.0
2021-03-12,1_2,23.0,11.2,32.0
2021-03-12,1_3,3.0,11.2,0.0
2021-03-12,1_4,70.0,11.2,62.0
2021-03-12,1_5,26.0,11.2,23.0
2021-03-12,1_6,44.0,11.2,40.0
2021-03-12,2_0,34.0,11.2,38.0
2021-03-12,2_1,118.0,11.2,113.0
2021-03-12,2_2,76.0,11.2,81.0
2021-03-12,2_3,249.0,11.2,245.0
2021-03-13,0_0,548.0,11.8,559.0
2021-03-13,0_1,19.0,11.8,18.0
2021-03-13,0_10,402.0,11.8,383.0
2021-03-13,0_11,236.0,11.8,234.0
2021-03-13,0_12,34.0,11.8,24.0
2021-03-13,0_13,289.0,11.8,295.0
2021-03-13,0_14,37.0,11.8,45.0
2021-03-13,0_15,212.0,11.8,210.0
2021-03-13,0_16,384.0,11.8,342.0
2021-03-13,0_17,254.0,11.8,275.0
2021-03-13,0_18,50.0,11.8,63.0
2021-03-13,0_2,615.0,11.8,628.0
2021-03-13,0_3,18.0,11.8,21.0
2021-03-13,0_4,97.0,11.8,110.0
2021-03-13,0_5,126.0,11.8,144.0
2021-03-13,0_6,566.0,11.8,513.0
2021-03-13,0_7,244.0,11.8,231.0
2021-03-13,0_8,111.0,11.8,144.0
2021-03-13,0_9,25.0,11.8,28.0
2021-03-13,1_0,51.0,11.8,55.0
2021-03-13,1_1,97.0,11.8,96.0
2021-03-13,1_2,25.0,11.8,36.0
2021-03-13,1_4,72.0,11.8,58.0
2021-03-13,1_5,24.0,11.8,35.0
2021-03-13,1_6,52.0,11.8,41.0
2021-03-13,2_0,52.0,11.8,48.0
2021-03-13,2_1,120.0,11.8,117.0
2021-03-13,2_2,85.0,11.8,85.0
2021-03-13,2_3,239.0,11.8,246.0
2021-03-14,0_0,236.0,11.5,255.0
2021-03-14,0_1,8.0,11.5,6.0
2021-03-14,0_10,160.0,11.5,150.0
2021-03-14,0_11,146.0,11.5,168.0
2021-03-14,0_12,18.0,11.5,19.0
2021-03-14,0_13,127.0,11.5,127.0
2021-03-14,0_14,11.0,11.5,15.0
2021-03-14,0_15,90.0,11.5,96.0
2021-03-14,0_16,192.0,11.5,164.0
2021-03-14,0_17,134.0,11.5,137.0
2021-03-14,0_18,20.0,11.5,29.0
2021-03-14,0_2,342.0,11.5,327.0
2021-03-14,0_3,11.0,11.5,12.0
2021-03-14,0_4,53.0,11.5,50.0
2021-03-14,0_5,61.0,11.5,64.0
2021-03-14,0_6,259.0,11.5,251.0
2021-03-14,0_7,127.0,11.5,131.0
2021-03-14,0_8,68.0,11.5,58.0
2021-03-14,0_9,14.0,11.5,18.0
2021-03-14,1_0,15.0,11.5,24.0
2021-03-14,1_1,40.0,11.5,46.0
2021-03-14,1_2,6.0,11.5,11.0
2021-03-14,1_3,6.0,11.5,4.0
2021-03-14,1_4,44.0,11.5,31.0
2021-03-14,1_5,14.0,11.5,13.0
2021-03-14,1_6,15.0,11.5,11.0
2021-03-14,2_0,45.0,11.5,45.0
2021-03-14,2_1,83.0,11.5,84.0
2021-03-14,2_2,77.0,11.5,69.0
2021-03-14,2_3,171.0,11.5,178.0
2021-03-15,0_0,379.0,9.9,384.0
2021-03-15,0_1,16.0,9.9,12.0
2021-03-15,0_10,262.0,9.9,263.0
2021-03-15,0_11,233.0,9.9,255.0
2021-03-15,0_12,20.0,9.9,15.0
2021-03-15,0_13,133.0,9.9,142.0
2021-03-15,0_14,16.0,9.9,17.0
2021-03-15,0_15,85.0,9.9,70.0
2021-03-15,0_16,211.0,9.9,198.0
2021-03-15,0_17,133.0,9.9,140.0
2021-03-15,0_18,25.0,9.9,33.0
2021-03-15,0_2,365.0,9.9,377.0
2021-03-15,0_3,18.0,9.9,16.0
2021-03-15,0_4,48.0,9.9,46.0
2021-03-15,0_5,54.0,9.9,52.0
2021-03-15,0_6,453.0,9.9,431.0
2021-03-15,0_7,168.0,9.9,167.0
2021-03-15,0_8,34.0,9.9,37.0
2021-03-15,0_9,27.0,9.9,25.0
2021-03-15,1_0,37.0,9.9,33.0
2021-03-15,1_1,71.0,9.9,76.0
2021-03-15,1_2,16.0,9.9,17.0
2021-03-15,1_3,4.0,9.9,2.0
2021-03-15,1_4,54.0,9.9,56.0
2021-03-15,1_5,25.0,9.9,24.0
2021-03-15,1_6,29.0,9.9,28.0
2021-03-15,2_0,37.0,9.9,39.0
2021-03-15,2_1,69.0,9.9,66.0
2021-03-15,2_2,78.0,9.9,71.0
2021-03-15,2_3,145.0,9.9,153.0
2021-03-16,0_0,484.0,9.9,501.0
2021-03-16,0_1,9.0,9.9,9.0
2021-03-16,0_10,328.0,9.9,338.0
2021-03-16,0_11,245.0,9.9,254.0
2021-03-16,0_12,14.0,9.9,19.0
2021-03-16,0_13,187.0,9.9,189.0
2021-03-16,0_14,23.0,9.9,18.0
2021-03-16,0_15,128.0,9.9,136.0
2021-03-16,0_16,297.0,9.9,269.0
2021-03-16,0_17,156.0,9.9,149.0
2021-03-16,0_18,36.0,9.9,30.0
2021-03-16,0_2,519.0,9.9,522.0
2021-03-16,0_3,17.0,9.9,21.0
2021-03-16,0_4,58.0,9.9,55.0
2021-03-16,0_5,65.0,9.9,67.0
2021-03-16,0_6,506.0,9.9,509.0
2021-03-16,0_7,186.0,9.9,171.0
2021-03-16,0_8,46.0,9.9,55.0
2021-03-16,0_9,29.0,9.9,21.0
2021-03-16,1_0,41.0,9.9,35.0
2021-03-16,1_1,72.0,9.9,84.0
2021-03-16,1_2,18.0,9.9,27.0
2021-03-16,1_3,3.0,9.9,1.0
2021-03-16,1_4,79.0,9.9,60.0
2021-03-16,1_5,24.0,9.9,32.0
2021-03-16,1_6,36.0,9.9,34.0
2021-03-16,2_0,18.0,9.9,22.0
2021-03-16,2_1,107.0,9.9,105.0
2021-03-16,2_2,67.0,9.9,77.0
2021-03-16,2_3,174.0,9.9,162.0
2021-03-17,0_0,488.0,9.5,463.0
2021-03-17,0_1,9.0,9.5,19.0
2021-03-17,0_10,316.0,9.5,325.0
2021-03-17,0_11,217.0,9.5,239.0
2021-03-17,0_12,23.0,9.5,21.0
2021-03-17,0_13,201.0,9.5,211.0
2021-03-17,0_14,22.0,9.5,28.0
2021-03-17,0_15,113.0,9.5,109.0
2021-03-17,0_16,317.0,9.5,261.0
2021-03-17,0_17,170.0,9.5,171.0
2021-03-17,0_18,30.0,9.5,29.0
2021-03-17,0_2,471.0,9.5,477.0
2021-03-17,0_3,9.0,9.5,13.0
2021-03-17,0_4,63.0,9.5,64.0
2021-03-17,0_5,55.0,9.5,60.0
2021-03-17,0_6,473.0,9.5,489.0
2021-03-17,0_7,211.0,9.5,208.0
2021-03-17,0_8,52.0,9.5,52.0
2021-03-17,0_9,34.0,9.5,36.0
2021-03-17,1_0,49.0,9.5,44.0
2021-03-17,1_1,76.0,9.5,78.0
2021-03-17,1_2,17.0,9.5,29.0
2021-03-17,1_3,4.0,9.5,5.0
2021-03-17,1_4,91.0,9.5,75.0
2021-03-17,1_5,22.0,9.5,24.0
2021-03-17,1_6,31.0,9.5,34.0
2021-03-17,2_0,23.0,9.5,22.0
2021-03-17,2_1,120.0,9.5,119.0
2021-03-17,2_2,80.0,9.5,80.0
2021-03-17,2_3,162.0,9.5,164.0
2021-03-18,0_0,250.0,11.7,268.0
2021-03-18,0_1,2.0,11.7,3.0
2021-03-18,0_10,169.0,11.7,187.0
2021-03-18,0_11,127.0,11.7,139.0
2021-03-18,0_12,6.0,11.7,4.0
2021-03-18,0_13,83.0,11.7,88.0
2021-03-18,0_14,14.0,11.7,14.0
2021-03-18,0_15,61.0,11.7,51.0
2021-03-18,0_16,139.0,11.7,124.0
2021-03-18,0_17,73.0,11.7,61.0
2021-03-18,0_18,13.0,11.7,14.0
2021-03-18,0_2,227.0,11.7,222.0
2021-03-18,0_3,12.0,11.7,11.0
2021-03-18,0_4,20.0,11.7,18.0
2021-03-18,0_5,24.0,11.7,22.0
2021-03-18,0_6,291.0,11.7,308.0
2021-03-18,0_7,114.0,11.7,96.0
2021-03-18,0_8,21.0,11.7,18.0
2021-03-18,0_9,14.0,11.7,12.0
2021-03-18,1_0,21.0,11.7,14.0
2021-03-18,1_1,28.0,11.7,32.0
2021-03-18,1_2,4.0,11.7,5.0
2021-03-18,1_4,38.0,11.7,34.0
2021-03-18,1_5,10.0,11.7,15.0
2021-03-18,1_6,19.0,11.7,20.0
2021-03-18,2_0,20.0,11.7,25.0
2021-03-18,2_1,70.0,11.7,70.0
2021-03-18,2_2,41.0,11.7,36.0
2021-03-18,2_3,100.0,11.7,100.0
2021-03-19,0_0,473.0,13.2,526.0
2021-03-19,0_1,20.0,13.2,22.0
2021-03-19,0_10,362.0,13.2,373.0
2021-03-19,0_11,272.0,13.2,281.0
2021-03-19,0_12,24.0,13.2,26.0
2021-03-19,0_13,207.0,13.2,194.0
2021-03-19,0_14,30.0,13.2,33.0
2021-03-19,0_15,142.0,13.2,121.0
2021-03-19,0_16,321.0,13.2,299.0
2021-03-19,0_17,212.0,13.2,218.0
2021-03-19,0_18,35.0,13.2,33.0
2021-03-19,0_2,606.0,13.2,614.0
2021-03-19,0_3,20.0,13.2,23.0
2021-03-19,0_4,84.0,13.2,73.0
2021-03-19,0_5,81.0,13.2,101.0
2021-03-19,0_6,597.0,13.2,559.0
2021-03-19,0_7,256.0,13.2,258.0
2021-03-19,0_8,101.0,13.2,98.0
2021-03-19,0_9,43.0,13.2,34.0
2021-03-19,1_0,45.0,13.2,40.0
2021-03-19,1_1,84.0,13.2,89.0
2021-03-19,1_2,26.0,13.2,41.0
2021-03-19,1_3,1.0,13.2,1.0
2021-03-19,1_4,90.0,13.2,71.0
2021-03-19,1_5,21.0,13.2,25.0
2021-03-19,1_6,34.0,13.2,34.0
2021-03-19,2_0,25.0,13.2,22.0
2021-03-19,2_1,110.0,13.2,108.0
2021-03-19,2_2,76.0,13.2,71.0
2021-03-19,2_3,159.0,13.2,169.0
2021-03-20,0_0,585.0,12.1,612.0
2021-03-20,0_1,23.0,12.1,20.0
2021-03-20,0_10,419.0,12.1,378.0
2021-03-20,0_11,240.0,12.1,260.0
2021-03-20,0_12,32.0,12.1,36.0
2021-03-20,0_13,230.0,12.1,255.0
2021-03-20,0_14,58.0,12.1,51.0
2021-03-20,0_15,305.0,12.1,291.0
2021-03-20,0_16,444.0,12.1,392.0
2021-03-20,0_17,339.0,12.1,368.0
2021-03-20,0_18,60.0,12.1,76.0
2021-03-20,0_2,687.0,12.1,690.0
2021-03-20,0_3,15.0,12.1,18.0
2021-03-20,0_4,118.0,12.1,104.0
2021-03-20,0_5,176.0,12.1,160.0
2021-03-20,0_6,550.0,12.1,547.0
2021-03-20,0_7,282.0,12.1,274.0
2021-03-20,0_8,157.0,12.1,194.0
2021-03-20,0_9,47.0,12.1,41.0
2021-03-20,1_0,46.0,12.1,37.0
2021-03-20,1_1,107.0,12.1,109.0
2021-03-20,1_2,35.0,12.1,50.0
2021-03-20,1_3,3.0,12.1,4.0
