station_id,lat,lng,region,sub_region_cluster,cluster_id
SF-O25-2,37.75918299315457,-122.4100363243918,0,11,0_11
SF-O30,37.761652728252855,-122.39087307239113,0,10,0_10
SF-O30-2,37.76038824521589,-122.38748130459363,0,10,0_10
SF-Outside Lands-Temp,37.77082803788448,-122.47887513992663,0,18,0_18
SF-P1,37.75303492312244,-122.508536834513,0,8,0_8
SF-P2,37.75280946720137,-122.50429104377191,0,8,0_8
SF-P21,37.75825066201739,-122.42611126008265,0,2,0_2
SF-P22,37.75672443183571,-122.42112154661085,0,7,0_7
SF-P24,37.758890534032226,-122.41258262488532,0,11,0_11
SF-P26,37.75685108922441,-122.40601082770638,0,11,0_11
SF-P30,37.7577293126481,-122.39192074644663,0,10,0_10
SF-P6,37.75392076043294,-122.48835602688156,0,1,0_1
SF-P7,37.75410435407169,-122.48401751739291,0,1,0_1
SF-P8,37.754324712269124,-122.47861581889559,0,1,0_1
SF-Q21-1,37.75499886415512,-122.42573913021558,0,7,0_7
SF-Q21-2,37.751806809988985,-122.42653794272066,0,7,0_7
SF-Q22-1,37.755150960659975,-122.42099363167935,0,7,0_7
SF-Q22-2,37.75246654178532,-122.42068645501668,0,7,0_7
SF-Q23-3,37.75214002636149,-122.41969784478925,0,7,0_7
SF-Q26,37.75336433643895,-122.40538255286829,0,11,0_11
SF-Q3,37.75136182900666,-122.49848492429727,0,8,0_8
SF-Q30,37.75542776583745,-122.38869192499978,0,14,0_14
SF-Q4,37.75172840653424,-122.49565045171055,0,8,0_8
SF-R19,37.75056098619713,-122.4337793117556,0,7,0_7
SF-R20,37.75092756005507,-122.42761984229665,0,7,0_7
SF-R24,37.75098915863701,-122.4120839726387,0,7,0_7
SF-R26,37.75184743014845,-122.40553817100344,0,11,0_11
SF-S21,37.747818201549215,-122.42506467579794,0,7,0_7
SF-S22-1,37.74769660534687,-122.42019378077319,0,7,0_7
SF-S22-2,37.74582207140885,-122.42216270720087,0,7,0_7
SF-S24,37.74732004400647,-122.41141352249012,0,7,0_7
SF-S29,37.75043841809815,-122.39049957640916,0,14,0_14
SF-S30,37.75027241245263,-122.38629601843606,0,14,0_14
SF-T20,37.74372991479377,-122.42689033062047,0,7,0_7
SF-T21,37.74237565274655,-122.42294383178175,0,7,0_7
SF-T22,37.744059240898615,-122.4215835901501,0,7,0_7
SF-U21,37.739841809353514,-122.42540385178788,0,7,0_7
SF-U30,37.74219248521606,-122.38691460249194,0,14,0_14
SF-V28,37.73704996096418,-122.39447809535847,0,3,0_3
SF-V29,37.739046888960054,-122.38957249056477,0,14,0_14
SF-V30,37.73983745520703,-122.38567974430893,0,14,0_14
SF-V30-1,37.74052541440335,-122.38901366345337,0,14,0_14
SF-V31,37.74009501870248,-122.3834482229883,0,14,0_14
SF-V32,37.740540306635445,-122.37644128489896,0,14,0_14
SF-W14,37.731738939784805,-122.45111371229632,0,9,0_9
SF-W19,37.732918954448145,-122.43418299909813,0,9,0_9
SF-W19-2,37.734947049129275,-122.42983947838731,0,7,0_7
SF-W29,37.73629493268592,-122.38988187544474,0,3,0_3
SF-W8,37.731090746950265,-122.47625387217383,0,12,0_12
SF-X14,37.72831261012078,-122.45033722193287,0,9,0_9
SF-X16,37.7305911335902,-122.44428329797024,0,9,0_9
SF-X19,37.730151439746784,-122.43291337273452,0,9,0_9
SF-X29,37.7332120666822,-122.39097062791589,0,3,0_3
SF-X30,37.73185884432956,-122.39000276497765,0,3,0_3
SF-Y14,37.726027914430766,-122.45244974112445,0,9,0_9
SF-Y16,37.724800682126634,-122.44333144784588,0,9,0_9
SF-Y18,37.72726486872944,-122.43561375481416,0,9,0_9
SF-Y25,37.7272729606525,-122.40674880051498,0,3,0_3
SF-Y27,37.730097138837614,-122.39889581463775,0,3,0_3
SF-Y29,37.72924731654483,-122.39304901448695,0,3,0_3
SF-Y30,37.72940238802101,-122.38658256005374,0,3,0_3
SF-Y7,37.726259124662505,-122.4794563590361,0,12,0_12
SF-Y8,37.72562892147422,-122.47653821113248,0,12,0_12
SF-Z13,37.723438650142214,-122.4551280182139,0,9,0_9
SF-Z16,37.72247633806909,-122.44370065609485,0,9,0_9
SF-Z28,37.725467105565734,-122.39407488649839,0,3,0_3
SF-Z6,37.722086028922845,-122.4828077399203,0,12,0_12
SF-Z7,37.72099308284714,-122.47875813564119,0,12,0_12
SJ-C9,37.36810144613937,-121.91862243363866,2,2,2_2
SJ-D9,37.36537388930506,-121.91653637485776,2,2,2_2
SJ-E10,37.36215465355983,-121.90879992081042,2,2,2_2
SJ-E9,37.36402539037049,-121.91187557052459,2,2,2_2
SJ-F10,37.360965649385356,-121.90698156629504,2,2,2_2
SJ-G10,37.35501507376888,-121.90444086702935,2,2,2_2
SJ-G15,37.371120591950785,-121.88132493331538,2,0,2_0
SJ-H10,37.350796090760916,-121.90214914948776,2,2,2_2
SJ-H11,37.356570077727454,-121.89576880534844,2,2,2_2
SJ-H12,37.355365460532,-121.89204403829301,2,2,2_2
SJ-H16,37.36506354286734,-121.8717214614508,2,0,2_0
SJ-H17,37.365691474279615,-121.86783002257555,2,0,2_0
SJ-H9,37.352453204253294,-121.90555647478253,2,2,2_2
SJ-I10,37.350822464139775,-121.89594780444594,2,2,2_2
SJ-I11,37.35303978030071,-121.89196245275797,2,2,2_2
SJ-I14,37.36010207232399,-121.87884591161848,2,0,2_0
SJ-I5,37.338072656519294,-121.91934813087498,2,1,2_1
SJ-I9,37.34765766090867,-121.89959343559866,2,2,2_2
SJ-J10,37.34871639872384,-121.89480143115574,2,2,2_2
SJ-J11,37.3474675379106,-121.89045515779848,2,2,2_2
SJ-J12-1,37.349599849861086,-121.88779499326496,2,0,2_0
SJ-J12-2,37.35293490236109,-121.88595002423428,2,0,2_0
SJ-J6,37.336706564935234,-121.90902727418339,2,1,2_1
SJ-J8,37.34125393446173,-121.9033408048006,2,2,2_2
SJ-J9,37.34501004858506,-121.89685128233982,2,2,2_2
SJ-K10,37.34120348275325,-121.8929763277222,2,3,2_3
SJ-K11,37.34342175573918,-121.88945860977856,2,3,2_3
SJ-K5,37.33227826947294,-121.9123062958938,2,1,2_1
SJ-K6,37.33384094777164,-121.90878982886449,2,1,2_1
SJ-K9,37.342715404513235,-121.89565189853401,2,2,2_2
SJ-L10,37.33927125676853,-121.88989214505258,2,3,2_3
SJ-L11,37.34304121723084,-121.88450502762363,2,3,2_3
SJ-L12,37.34273761710188,-121.8773549300061,2,0,2_0
SJ-L13,37.34407734077037,-121.87451998742502,2,0,2_0
SJ-L7-1,37.33288423684293,-121.9001903948717,2,1,2_1
SJ-L7-2,37.331934364765694,-121.90499608293095,2,1,2_1
SJ-L9,37.33696790718207,-121.89420876211044,2,3,2_3
SJ-L9-2,37.338609787426186,-121.89580202607438,2,3,2_3
SJ-M10-1,37.33742394799264,-121.88707518598152,2,3,2_3
SJ-M10-2,37.33592039068031,-121.88561269904004,2,3,2_3
SJ-M10-3,37.33385835701647,-121.88705255799512,2,3,2_3
SJ-M10-4,37.336086527802976,-121.88947267695251,2,3,2_3
SJ-M11-1,37.33903898461536,-121.88401806292381,2,3,2_3
SJ-M11-2,37.3370926388173,-121.88328478485106,2,3,2_3
SJ-M11-3,37.338496195570244,-121.88091319481802,2,3,2_3
SJ-M14,37.34627794730833,-121.86899323678378,2,0,2_0
SJ-M4,37.32337415265119,-121.91341373469122,2,1,2_1
SJ-M5,37.32602972790556,-121.91239592842138,2,1,2_1
SJ-M6,37.32908163687102,-121.90477787038434,2,1,2_1
SJ-M6-2,37.32627657623183,-121.90510066224053,2,1,2_1
SJ-M7-1,37.329743962271486,-121.90173481136641,2,1,2_1
SJ-M8,37.33153695833333,-121.893219125,2,3,2_3
SJ-M8-1,37.33159325081046,-121.89324554263814,2,3,2_3
SJ-M8-2,37.33016862649836,-121.8975991731015,2,1,2_1
SJ-M9-2,37.334020753115425,-121.89489819318706,2,3,2_3
SJ-N10-1,37.332805698827585,-121.88388580075727,2,3,2_3
SJ-N10-2,37.33105508492457,-121.88677950941462,2,3,2_3
SJ-N10-3,37.33199001239459,-121.88157845404388,2,3,2_3
SJ-N11,37.33394683906479,-121.87740558876665,2,3,2_3
SJ-N12-1,37.33640936372917,-121.87677090380127,2,3,2_3
SJ-N14,37.33996071121771,-121.86368649548187,2,0,2_0
SJ-N14-2,37.33868896820604,-121.8666467989994,2,0,2_0
SJ-N5,37.32336450294967,-121.90598988358671,2,1,2_1
SJ-N5-2,37.321018364890286,-121.90812474190733,2,1,2_1
SJ-N6,37.32123181813393,-121.903229098387,2,1,2_1
SJ-N7,37.32420904366326,-121.8996372645303,2,1,2_1
SJ-N9,37.33081301896101,-121.88889324027815,2,3,2_3
SJ-O10,37.327474703734744,-121.88480964022784,2,3,2_3
SJ-O11,37.33293731538462,-121.87558910598291,2,3,2_3
SJ-O12,37.332936344857316,-121.87560710195564,2,3,2_3
SJ-O4,37.31676962137502,-121.90986615176081,2,1,2_1
SJ-O9,37.326887100319325,-121.88920559722948,2,3,2_3
SJ-P10,37.32587034781017,-121.87711330394606,2,3,2_3
SJ-P10-2,37.32445481305059,-121.88070470930636,2,3,2_3
SJ-P6,37.315057686324856,-121.89774676785217,2,1,2_1
SJ-P7,37.31982420234684,-121.89302977933643,2,1,2_1
SJ-P8,37.32309860820795,-121.88801082404036,2,3,2_3
SJ-P9,37.32214710638561,-121.88114133086272,2,3,2_3
SJ-Q10,37.32099841803823,-121.87636997483459,2,3,2_3
SJ-Q11,37.323544448735106,-121.87437634782026,2,3,2_3
SJ-Q4,37.30902603730286,-121.89996184748729,2,1,2_1
SJ-Q5,37.31126167485235,-121.89629062085947,2,1,2_1
SJ-Q8,37.317176798412845,-121.88486730118042,2,3,2_3
SJ-Q9,37.318480310156865,-121.88309337715508,2,3,2_3
SJ-R11,37.32034408458607,-121.87012773957122,2,3,2_3
San Jose Depot,37.34343898045885,-121.9149246010285,2,2,2_2
Sf-Z17,37.723329652235776,-122.43775893901817,0,9,0_9
SpecialEventTempStation,37.770793965048995,-122.4790184031799,0,18,0_18
X-DEV-MTL-01,37.775686442406666,-122.38829612731934,0,10,0_10
